srno,mobmake,hubid,hubpincode,pickuppartnerid,deliverypartnerid,insuranceCompanyId,custpincodecategory,claimtype,custpincode,memcreateddate,mobilepurchasedate,claimintdate,servicecntrid,pickupStartdate,tat_in_days
2919066,AN,21,110015,233,233,228,A,ADLD,110043,2/6/2018,7/11/2016,2/27/2018,4580,3/5/2018,10
2931889,AA,24,110092,233,233,131,A,ADLD,700064,6/17/2017,5/14/2017,3/3/2018,4150,3/9/2018,12
2868275,AN,22,400104,233,233,131,A,ADLD,411057,4/19/2017,4/12/2017,2/14/2018,4581,2/16/2018,9
2893510,AA,5,380009,233,233,131,A,ADLD,380051,1/17/2017,10/18/2016,2/21/2018,4541,2/26/2018,11
2991465,AJ,2,110018,233,233,228,A,ADLD,110084,6/20/2017,6/19/2017,3/17/2018,4388,3/25/2018,10
2827611,AN,4,600024,233,233,131,A,ADLD,600083,11/19/2016,7/3/2017,2/1/2018,4490,2/6/2018,8
2907576,AJ,2,110018,233,233,131,B,ADLD,125001,8/21/2017,6/9/2017,2/26/2018,4388,3/7/2018,15
3066752,AJ,25,560037,233,245,131,A,ADLD,560037,5/6/2017,5/6/2017,4/9/2018,4460,4/11/2018,10
3010898,C,2,110018,233,233,228,A,ADLD,110085,2/28/2018,3/22/2017,3/23/2018,4550,3/28/2018,10
3041879,AN,22,400104,233,233,131,B,ADLD,452001,5/2/2017,4/21/2017,3/31/2018,4581,4/3/2018,12
2837273,AJ,6,160059,233,233,228,B,ADLD,134112,1/2/2018,5/10/2017,2/3/2018,4437,2/6/2018,10
2818791,AN,7,500004,233,233,131,A,ADLD,500097,6/3/2017,6/1/2017,1/30/2018,4403,2/13/2018,12
2879855,AD,2,110018,233,233,228,A,ADLD,201301,10/2/2017,7/16/2017,2/17/2018,4148,2/19/2018,14
2865102,AD,2,110018,233,233,228,A,ADLD,110029,1/13/2018,2/2/2017,2/12/2018,4148,2/19/2018,20
2898116,AN,3,560011,233,233,131,A,ADLD,560078,6/29/2017,6/29/2017,2/22/2018,4467,2/24/2018,7
2891834,AD,2,110018,233,233,228,A,ADLD,201301,10/29/2017,10/21/2017,2/21/2018,4148,2/23/2018,13
2907039,AN,4,600024,233,233,131,A,ADLD,600015,8/10/2017,8/9/2017,2/25/2018,4490,2/27/2018,9
2905343,AJ,12,302006,233,233,131,B,ADLD,324001,6/25/2017,1/15/2017,2/24/2018,4407,2/26/2018,13
2900393,AJ,7,500004,233,233,131,A,ADLD,500029,5/2/2017,5/2/2017,2/23/2018,4474,2/27/2018,8
2908284,AN,21,110015,233,233,131,A,ADLD,201301,4/21/2017,3/15/2017,2/26/2018,4580,3/3/2018,9
2905299,AN,7,500004,233,233,131,A,ADLD,500053,4/5/2017,3/31/2017,2/24/2018,4403,3/7/2018,8
2961620,C,2,110018,233,233,131,A,ADLD,110044,10/22/2017,10/9/2017,3/9/2018,4091,3/17/2018,13
2944959,AJ,2,110018,233,233,131,A,ADLD,110035,5/9/2017,5/8/2017,3/6/2018,4388,3/9/2018,12
3000015,AN,22,400104,233,233,131,B,ADLD,431008,10/23/2017,10/14/2017,3/20/2018,4581,3/23/2018,13
3033356,AJ,25,560037,233,233,228,A,ADLD,560103,11/27/2017,1/15/2017,3/29/2018,4460,4/2/2018,10
3027027,AN,26,560066,233,233,131,A,ADLD,560066,6/5/2017,6/5/2017,3/27/2018,5001,4/6/2018,10
3059191,C,2,110018,233,233,228,A,ADLD,122016,1/11/2018,1/10/2018,4/6/2018,4091,4/10/2018,16
3063860,AM,1,400059,233,233,131,B,ADLD,382007,11/1/2017,5/28/2017,4/7/2018,4018,4/14/2018,15
3047282,C,7,500004,233,233,228,A,ADLD,500010,3/7/2018,3/6/2018,4/2/2018,4477,4/6/2018,11
2930250,AN,21,110015,233,233,131,A,ADLD,121001,8/30/2017,8/23/2017,3/2/2018,4580,3/13/2018,11
2926155,AN,22,400104,233,233,228,A,ADLD,400708,8/27/2017,7/30/2017,2/28/2018,4581,3/1/2018,9
2971709,C,9,411016,233,233,131,A,ADLD,411013,11/24/2017,11/23/2017,3/12/2018,4022,3/14/2018,15
3019316,AN,26,560066,233,233,131,A,ADLD,560010,6/19/2017,6/17/2017,3/26/2018,5001,3/28/2018,11
3049950,AN,7,500004,233,233,131,A,ADLD,500082,2/21/2018,2/20/2018,4/3/2018,4403,4/13/2018,7
3018238,AJ,8,700064,233,233,228,A,ADLD,700025,6/27/2017,6/20/2017,3/25/2018,4499,3/28/2018,12
3012233,AJ,25,560037,233,245,131,A,ADLD,560029,2/14/2018,5/10/2017,3/23/2018,4460,3/31/2018,8
2987080,AN,26,560066,308,233,131,A,ADLD,560043,8/30/2017,8/28/2017,3/16/2018,5001,3/19/2018,9
3068034,AJ,25,560037,308,233,131,A,ADLD,560043,6/28/2016,10/4/2017,4/9/2018,4460,4/16/2018,7
2993759,G,1,400059,233,245,131,A,ADLD,110091,10/9/2016,10/9/2016,3/18/2018,4011,3/21/2018,15
2991447,AN,26,560066,308,245,131,A,ADLD,560037,9/17/2017,9/16/2017,3/17/2018,5001,3/23/2018,8
2830931,AM,8,700064,233,233,131,B,ADLD,781029,1/23/2018,1/23/2018,2/2/2018,4502,2/6/2018,18
3030352,AJ,27,110034,233,233,228,A,ADLD,122001,6/23/2017,3/31/2017,3/28/2018,4388,4/2/2018,10
2837287,AN,21,110015,233,233,131,A,ADLD,110092,6/3/2017,5/28/2017,2/3/2018,4580,2/9/2018,8
2842307,AJ,2,110018,233,233,228,A,ADLD,201304,1/9/2018,9/5/2017,2/5/2018,4388,2/9/2018,11
2843610,AJ,2,110018,233,233,131,A,ADLD,110086,1/19/2018,11/12/2016,2/6/2018,4388,2/10/2018,12
2833978,AI,5,380009,233,233,131,B,ADLD,390008,10/14/2017,10/13/2017,2/3/2018,4422,2/11/2018,13
2855285,AJ,1,400059,233,233,131,A,ADLD,400079,6/27/2016,5/20/2016,2/9/2018,4398,2/12/2018,13
2853867,C,2,110018,233,233,228,A,ADLD,201301,9/25/2017,7/1/2017,2/9/2018,4091,2/15/2018,12
2861821,C,1,400059,233,233,131,A,ADLD,400004,2/15/2017,2/28/2016,2/12/2018,4545,2/15/2018,15
2860482,G,1,400059,233,233,131,A,ADLD,700102,10/11/2017,10/10/2017,2/10/2018,4504,2/21/2018,15
2938944,AN,21,110015,233,233,131,B,ADLD,342003,11/13/2017,2/9/2017,3/4/2018,4580,3/7/2018,12
2940330,C,12,302006,233,233,131,A,ADLD,302029,11/27/2017,11/26/2017,3/5/2018,4407,3/7/2018,14
2959952,AJ,2,110018,308,233,228,A,ADLD,122003,6/22/2017,6/10/2017,3/9/2018,4388,3/14/2018,12
2979840,C,1,400059,233,233,131,A,ADLD,401303,7/19/2016,10/16/2015,3/14/2018,4545,3/19/2018,19
3021667,AN,26,560066,233,233,131,A,ADLD,560078,2/17/2017,2/15/2017,3/26/2018,5001,4/1/2018,9
3055387,AJ,8,700064,233,233,131,A,ADLD,700039,7/12/2017,7/12/2017,4/4/2018,4499,4/6/2018,13
3070120,AA,24,110092,233,233,228,A,ADLD,201305,1/13/2018,5/23/2016,4/9/2018,4150,4/11/2018,11
3101623,AJ,8,700064,233,233,131,A,ADLD,700091,3/13/2018,11/17/2017,4/20/2018,4499,4/23/2018,12
2847681,AN,22,400104,233,245,131,A,ADLD,380006,7/22/2017,7/20/2017,2/7/2018,4581,2/15/2018,10
2873577,AN,21,110015,233,245,228,A,ADLD,110029,1/23/2018,11/29/2017,2/15/2018,4580,3/1/2018,8
2979357,AD,3,560011,233,245,228,B,ADLD,577201,1/29/2018,5/2/2017,3/14/2018,5146,3/29/2018,15
2934368,Y,8,700064,233,233,131,C,ADLD,751003,2/11/2018,1/7/2018,3/3/2018,4063,3/7/2018,18
2849185,AM,1,400059,233,233,131,B,ADLD,441108,11/8/2017,11/6/2017,2/7/2018,4581,3/17/2018,14
2848865,AN,21,110015,233,233,131,C,ADLD,132114,7/29/2016,7/27/2016,2/7/2018,4580,2/24/2018,15
2925347,AN,17,800001,233,233,131,A,ADLD,800001,6/7/2017,6/1/2017,2/28/2018,4538,3/8/2018,7
2861076,C,3,560011,233,245,228,A,ADLD,560068,1/17/2018,10/20/2016,2/11/2018,4469,2/15/2018,12
3060408,C,5,380009,233,233,228,B,ADLD,394221,3/14/2018,3/14/2018,4/6/2018,4546,4/10/2018,14
2823747,AN,8,700064,233,233,228,A,ADLD,700014,1/14/2018,12/22/2017,1/31/2018,4508,2/1/2018,9
2882195,AJ,1,400059,233,233,131,C,ADLD,470002,1/15/2018,7/16/2017,2/17/2018,4398,2/21/2018,12
2956327,C,8,700064,201,233,131,D,ADLD,711203,6/23/2017,5/26/2017,3/8/2018,4511,3/13/2018,15
2940223,AN,7,500004,233,233,131,B,ADLD,505209,12/28/2017,12/27/2017,3/5/2018,4403,3/23/2018,11
2994302,AN,22,400104,233,233,131,B,ADLD,452001,11/26/2017,11/23/2017,3/18/2018,4581,3/21/2018,16
2843992,AN,2,110018,233,233,131,A,ADLD,110009,2/10/2017,2/8/2017,2/6/2018,4147,2/8/2018,8
2863006,AN,22,400104,233,233,131,A,ADLD,411045,8/17/2017,8/16/2017,2/12/2018,4581,2/15/2018,9
2830185,J,2,110018,233,233,131,A,ADLD,110034,10/9/2017,10/5/2017,2/1/2018,4154,2/6/2018,16
2910185,AN,22,400104,233,233,131,A,ADLD,400058,6/19/2017,6/17/2017,2/26/2018,4581,2/28/2018,9
2941819,C,2,110018,233,233,228,A,ADLD,110082,11/11/2017,9/5/2017,3/5/2018,4550,3/7/2018,12
2917159,F,1,400059,233,233,131,A,ADLD,560017,9/17/2016,6/19/2017,2/27/2018,4011,3/3/2018,23
2922971,AE,6,160059,233,233,131,B,ADLD,133206,11/24/2017,11/24/2017,2/28/2018,4436,3/5/2018,12
2937439,AD,2,110018,233,233,228,A,ADLD,201304,7/29/2017,6/3/2017,3/3/2018,4148,3/5/2018,14
2979951,AJ,25,560037,233,233,131,A,ADLD,560099,11/9/2017,11/9/2017,3/14/2018,4460,3/19/2018,8
2961103,AJ,2,110018,233,233,131,A,ADLD,110035,6/14/2017,6/13/2017,3/9/2018,4388,3/12/2018,10
2890391,Y,1,400059,233,233,228,B,ADLD,422007,2/13/2018,2/13/2018,2/20/2018,4581,3/5/2018,12
2987220,AJ,12,302006,233,233,228,B,ADLD,334001,10/15/2017,1/24/2018,3/16/2018,4407,3/20/2018,10
2986844,AN,26,560066,233,233,131,B,ADLD,601201,6/17/2017,6/13/2017,3/16/2018,5001,3/19/2018,11
3017705,AN,17,800001,233,233,131,A,ADLD,800004,12/30/2016,12/27/2016,3/25/2018,4538,3/27/2018,13
2941817,C,2,110018,233,233,228,A,ADLD,201301,1/8/2017,1/8/2017,3/5/2018,4550,3/9/2018,13
3009029,AJ,23,400001,308,233,131,A,ADLD,401107,5/6/2017,5/6/2017,3/22/2018,4398,3/26/2018,10
3009609,AN,8,700064,233,233,131,A,ADLD,700089,5/6/2017,5/3/2017,3/23/2018,4508,3/27/2018,7
3026457,S,24,110092,233,233,228,B,ADLD,342005,9/2/2017,6/24/2016,3/27/2018,4150,3/31/2018,12
3044926,C,2,110018,233,233,228,A,ADLD,110061,2/6/2018,10/7/2017,4/1/2018,4091,4/5/2018,14
3059138,C,2,110018,233,233,228,A,ADLD,110078,1/30/2018,12/18/2016,4/6/2018,4550,4/9/2018,9
3068711,AJ,25,560037,233,233,228,A,ADLD,600015,3/16/2018,3/16/2018,4/9/2018,4482,4/14/2018,9
3056715,C,1,400059,233,233,131,B,ADLD,422009,11/27/2017,11/27/2017,4/5/2018,4010,4/10/2018,18
2877828,AN,3,560011,233,245,131,A,ADLD,560005,10/14/2017,8/10/2017,2/16/2018,4467,2/22/2018,6
2949869,AI,23,400001,233,245,131,A,ADLD,382415,10/24/2017,10/23/2017,3/7/2018,4398,3/21/2018,19
2851139,AN,4,600024,233,233,131,B,ADLD,620017,5/28/2017,5/25/2017,2/8/2018,4490,2/10/2018,13
2993651,AN,21,110015,308,233,131,A,ADLD,110094,4/4/2017,4/3/2017,3/18/2018,4580,3/21/2018,9
3078976,AJ,27,110034,233,233,131,A,ADLD,122002,8/16/2017,8/16/2017,4/12/2018,4388,4/15/2018,9
2885727,AN,7,500004,233,233,131,B,ADLD,520015,1/19/2018,1/19/2018,2/19/2018,4403,2/22/2018,19
2820854,AJ,2,110018,233,233,131,B,ADLD,126102,12/26/2017,7/21/2016,1/30/2018,4388,2/3/2018,12
2827794,AF,2,110018,233,233,131,A,ADLD,110043,6/20/2017,6/20/2017,2/1/2018,4388,2/6/2018,11
2861425,AD,8,700064,233,233,131,A,ADLD,700006,8/31/2017,8/29/2017,2/11/2018,4510,2/18/2018,17
2904396,AN,22,400104,233,233,131,C,ADLD,492001,1/23/2018,1/22/2018,2/24/2018,4581,2/28/2018,13
2900100,AN,4,600024,233,233,131,A,ADLD,600016,6/6/2017,4/19/2017,2/23/2018,4490,3/14/2018,12
2967054,AD,3,560011,233,233,228,A,ADLD,560068,1/25/2018,1/23/2018,3/10/2018,4468,3/15/2018,12
3055423,AJ,7,500004,233,233,131,A,ADLD,500002,5/22/2017,5/21/2017,4/4/2018,4474,4/19/2018,11
2978989,AN,21,110015,233,233,228,A,ADLD,201310,2/6/2018,12/20/2017,3/14/2018,4580,3/15/2018,10
2852310,AA,3,560011,233,233,131,C,ADLD,583131,2/7/2018,1/25/2018,2/8/2018,4400,2/12/2018,17
3065379,AN,21,110015,233,233,131,C,ADLD,143001,1/27/2017,1/25/2017,4/7/2018,4580,4/10/2018,16
2863141,C,6,160059,233,233,131,C,ADLD,143416,11/14/2017,11/14/2017,2/12/2018,4549,2/20/2018,22
2923152,G,1,400059,233,233,131,A,ADLD,110091,8/17/2016,8/16/2016,2/28/2018,4011,3/10/2018,17
3024874,AJ,27,110034,233,233,131,C,ADLD,344001,6/7/2017,5/2/2017,3/27/2018,4388,4/1/2018,16
3036884,C,2,110018,233,233,228,A,ADLD,110091,2/22/2018,7/17/2017,3/29/2018,4550,4/7/2018,14
2944881,C,2,110018,233,233,131,A,ADLD,122001,2/3/2018,3/4/2017,3/6/2018,4550,3/9/2018,12
2970060,AJ,2,110018,308,233,228,A,ADLD,122001,1/31/2018,1/23/2018,3/11/2018,4388,3/26/2018,12
2843666,AJ,7,500004,233,233,228,A,ADLD,500039,1/21/2018,6/6/2017,2/6/2018,4474,2/7/2018,9
2850895,AN,17,800001,233,233,131,A,ADLD,800014,7/31/2017,6/10/2017,2/8/2018,4538,2/13/2018,8
2892778,AD,8,700064,233,233,228,A,ADLD,700017,5/13/2017,11/9/2016,2/21/2018,4510,2/22/2018,15
2887842,AN,8,700064,233,233,131,C,ADLD,753003,4/12/2017,4/8/2017,2/19/2018,4508,2/21/2018,13
2934577,J,2,110018,233,233,131,A,ADLD,110041,7/28/2017,7/21/2017,3/3/2018,4154,3/8/2018,16
2961728,AN,21,110015,233,233,131,A,ADLD,226003,8/5/2017,7/25/2017,3/9/2018,4393,3/13/2018,9
2911117,C,2,110018,233,233,131,A,ADLD,122015,7/5/2017,6/25/2017,2/26/2018,4091,2/28/2018,17
2950301,AI,12,302006,233,233,131,A,ADLD,302029,11/4/2017,11/3/2017,3/7/2018,4407,3/10/2018,14
2950419,C,3,560011,233,233,228,A,ADLD,560035,11/26/2017,3/24/2016,3/7/2018,4469,3/13/2018,12
2994315,AN,21,110015,233,233,131,A,ADLD,110086,11/5/2017,11/4/2017,3/18/2018,4580,3/22/2018,10
3036834,AN,7,500004,233,233,131,A,ADLD,500070,7/21/2017,7/14/2017,3/29/2018,4403,4/6/2018,8
3048833,AN,21,110015,233,233,131,A,ADLD,110046,4/6/2017,4/5/2017,4/3/2018,4580,4/6/2018,10
3070080,AN,21,110015,233,233,228,C,ADLD,146001,3/13/2018,3/20/2018,4/9/2018,4580,4/11/2018,13
3050132,AN,8,700064,233,233,131,B,ADLD,781017,6/12/2017,6/9/2017,4/3/2018,4508,4/5/2018,11
3057647,AN,26,560066,233,233,131,A,ADLD,560066,10/23/2017,10/20/2017,4/5/2018,5001,4/11/2018,11
3073766,AJ,27,110034,233,233,131,A,ADLD,121003,6/23/2017,6/23/2017,4/11/2018,4388,4/17/2018,13
3061106,AI,23,400001,233,233,131,A,ADLD,380001,1/2/2018,1/2/2018,4/6/2018,4398,4/13/2018,10
3066503,AN,22,400104,201,233,131,D,ADLD,441206,10/25/2017,10/18/2017,4/8/2018,4581,4/11/2018,13
2994356,AN,2,110018,233,245,131,A,ADLD,560041,9/8/2017,4/1/2017,3/18/2018,5138,3/22/2018,10
3009317,AN,26,560066,308,245,131,A,ADLD,560100,10/14/2016,10/2/2016,3/22/2018,5001,4/2/2018,8
2860484,AN,21,110015,233,233,131,C,ADLD,141013,5/12/2017,5/10/2017,2/10/2018,4580,2/15/2018,13
3052786,AJ,27,110034,233,233,228,A,ADLD,110052,2/1/2018,5/15/2016,4/4/2018,4388,4/10/2018,6
2971638,AN,21,110015,233,245,131,A,ADLD,110094,7/4/2017,6/14/2017,3/12/2018,4580,3/17/2018,9
3010730,L,2,110018,233,233,131,A,ADLD,421201,12/29/2017,12/24/2017,3/23/2018,5138,3/29/2018,13
2840864,AN,21,110015,233,233,131,B,ADLD,148024,7/13/2017,7/10/2017,2/5/2018,4673,2/8/2018,13
2846414,Y,21,110015,233,233,131,A,ADLD,110043,1/10/2018,12/21/2017,2/6/2018,4580,2/15/2018,14
3014861,AN,21,110015,233,233,131,A,ADLD,201309,12/8/2017,11/15/2017,3/24/2018,4580,3/31/2018,10
3064631,C,2,110018,233,233,228,A,ADLD,110027,10/13/2017,11/13/2016,4/7/2018,4550,4/13/2018,13
3072449,AJ,27,110034,233,233,228,A,ADLD,121001,3/21/2018,3/18/2018,4/10/2018,4388,4/16/2018,12
3048965,AN,21,110015,233,233,131,B,ADLD,342011,9/21/2017,9/19/2017,4/3/2018,4580,4/10/2018,11
2822016,C,3,560011,233,233,131,B,ADLD,570008,11/25/2017,11/24/2017,1/30/2018,4461,2/8/2018,17
3005604,AJ,25,560037,233,233,228,A,ADLD,600082,3/4/2018,5/12/2017,3/22/2018,4460,3/24/2018,11
2957405,AJ,6,160059,233,233,131,C,ADLD,132024,1/24/2018,11/16/2017,3/8/2018,4437,3/13/2018,9
3070197,AN,26,560066,233,233,131,A,ADLD,560070,5/6/2017,5/6/2017,4/10/2018,5001,4/16/2018,12
3014922,AN,17,800001,201,233,131,D,ADLD,847428,11/12/2017,5/24/2017,3/24/2018,4538,3/30/2018,15
3020100,AJ,27,110034,308,233,131,A,ADLD,110037,9/25/2016,9/25/2016,3/26/2018,4388,3/28/2018,14
2880813,C,12,302006,233,233,131,B,ADLD,313001,11/25/2017,11/25/2017,2/17/2018,4453,3/6/2018,15
2919490,S,6,160059,233,233,228,B,ADLD,160103,2/8/2018,10/15/2016,2/27/2018,4439,3/7/2018,12
2956209,C,2,110018,233,245,228,A,ADLD,110085,9/19/2017,7/18/2017,3/8/2018,4094,3/12/2018,12
2873928,AM,5,380009,233,233,131,B,ADLD,390011,4/25/2017,4/25/2017,2/15/2018,4034,2/23/2018,14
2888795,AJ,1,400059,233,233,228,A,ADLD,400601,1/18/2018,1/18/2018,2/20/2018,4398,2/27/2018,11
2969699,AN,21,110015,233,233,228,B,ADLD,334001,6/26/2017,2/2/2017,3/11/2018,4580,3/12/2018,11
2973536,C,2,110018,233,233,228,A,ADLD,122017,2/21/2018,2/17/2018,3/13/2018,4091,3/17/2018,11
2972993,AJ,23,400001,233,233,131,B,ADLD,395006,4/21/2017,1/24/2017,3/12/2018,4398,3/14/2018,14
2970131,AN,8,700064,233,233,131,C,ADLD,754005,10/24/2016,10/21/2016,3/11/2018,4508,3/15/2018,12
2988267,C,3,560011,233,233,228,B,ADLD,590010,8/14/2017,4/17/2017,3/16/2018,4469,3/19/2018,16
2959797,AN,7,500004,233,233,131,B,ADLD,502291,5/23/2016,5/17/2016,3/9/2018,4403,3/19/2018,15
2970018,AJ,8,700064,233,233,131,A,ADLD,700091,8/29/2017,8/29/2017,3/11/2018,4499,3/13/2018,14
3014100,AN,21,110015,233,233,228,A,ADLD,201304,1/31/2018,4/20/2017,3/24/2018,4580,3/30/2018,8
3016711,AA,24,110092,233,233,131,A,ADLD,400078,12/29/2017,12/26/2017,3/25/2018,4150,3/28/2018,10
3013299,AN,26,560066,233,233,131,A,ADLD,641109,12/4/2017,12/2/2017,3/24/2018,4495,3/28/2018,10
3017916,C,6,160059,233,233,131,B,ADLD,140603,11/13/2017,11/13/2017,3/25/2018,4549,3/31/2018,16
3035618,AN,21,110015,233,233,131,A,ADLD,110020,7/22/2017,7/20/2017,3/29/2018,4580,4/5/2018,7
3011899,AJ,25,560037,233,233,131,A,ADLD,600070,3/6/2018,3/6/2018,3/23/2018,4460,3/31/2018,11
3057816,AN,8,700064,233,233,131,A,ADLD,700001,4/17/2017,4/14/2017,4/5/2018,4508,4/9/2018,8
2973087,AK,2,110018,233,233,131,A,ADLD,500050,10/16/2017,10/15/2017,3/12/2018,4149,4/5/2018,14
3041647,AN,22,400104,233,233,131,B,ADLD,395004,10/14/2017,10/14/2017,3/31/2018,4581,4/9/2018,16
3048286,AJ,25,560037,233,233,131,A,ADLD,600015,8/15/2017,8/12/2017,4/2/2018,4460,4/20/2018,9
2939114,AJ,3,560011,233,233,131,A,ADLD,560098,12/30/2017,12/6/2016,3/4/2018,4460,3/9/2018,8
2990636,AN,21,110015,308,233,131,A,ADLD,122002,2/28/2018,1/11/2018,3/17/2018,4580,3/22/2018,9
2840676,AD,7,500004,233,233,228,A,ADLD,500081,10/13/2017,7/15/2016,2/5/2018,4478,2/7/2018,10
2862730,J,2,110018,233,233,228,A,ADLD,600034,6/27/2017,3/2/2017,2/12/2018,4154,2/22/2018,12
2919059,AN,3,560011,233,233,131,C,ADLD,582209,5/27/2017,5/25/2017,2/27/2018,4460,3/1/2018,12
2858462,AN,3,560011,233,233,131,A,ADLD,560095,1/10/2018,1/10/2018,2/10/2018,4467,2/14/2018,10
2874838,AN,2,110018,233,233,131,A,ADLD,110068,12/25/2017,12/23/2017,2/15/2018,4147,2/19/2018,11
2889321,C,2,110018,233,233,131,A,ADLD,201310,10/24/2017,10/18/2017,2/20/2018,4094,2/24/2018,18
2995687,AN,21,110015,233,233,131,B,ADLD,221007,8/31/2017,5/4/2017,3/19/2018,4580,3/22/2018,10
3083814,AN,21,110015,233,233,131,A,ADLD,110008,5/16/2017,5/12/2017,4/14/2018,4580,4/19/2018,8
2880247,AN,22,400104,233,233,131,B,ADLD,440023,11/18/2017,11/3/2017,2/17/2018,4581,2/23/2018,12
2842924,AJ,2,110018,233,233,228,A,ADLD,110091,5/11/2017,8/20/2016,2/6/2018,4388,2/8/2018,11
2992661,AN,21,110015,233,233,131,C,ADLD,141001,6/24/2016,6/22/2016,3/17/2018,4580,3/20/2018,13
2881237,AN,21,110015,233,233,131,A,ADLD,122001,1/27/2018,10/14/2017,2/17/2018,4580,2/19/2018,8
2839271,AN,22,400104,233,233,131,C,ADLD,473001,1/4/2018,12/30/2017,2/5/2018,4581,2/24/2018,13
2867053,AN,2,110018,233,233,131,A,ADLD,110087,6/7/2017,5/30/2017,2/13/2018,4091,2/15/2018,16
2993656,AN,21,110015,233,233,131,A,ADLD,110081,10/30/2017,10/18/2017,3/18/2018,4580,3/20/2018,8
3010964,AJ,6,160059,233,233,131,B,ADLD,160103,5/16/2017,5/3/2017,3/23/2018,4437,3/26/2018,10
3085584,AN,21,110015,233,233,228,A,ADLD,122001,3/11/2018,2/1/2018,4/14/2018,4580,4/17/2018,12
2823566,AJ,17,800001,233,233,131,A,ADLD,800003,1/10/2018,10/8/2017,1/31/2018,4370,2/5/2018,7
2835643,AN,8,700064,233,233,131,B,ADLD,700150,11/20/2017,11/18/2017,2/3/2018,4508,2/5/2018,11
2853569,AN,4,600024,233,233,131,A,ADLD,600125,5/31/2017,5/29/2017,2/8/2018,4490,2/16/2018,8
2871657,AN,21,110015,233,233,131,B,ADLD,334001,8/5/2017,8/1/2017,2/14/2018,4580,2/20/2018,12
2892198,AD,2,110018,233,233,131,C,ADLD,474001,12/23/2017,6/1/2017,2/21/2018,4148,2/26/2018,21
2838758,C,2,110018,233,233,228,A,ADLD,121002,1/2/2018,4/1/2016,2/4/2018,4094,3/4/2018,13
2962538,AN,21,110015,233,233,131,A,ADLD,110053,3/17/2017,3/16/2017,3/10/2018,4580,3/17/2018,10
2913069,J,2,110018,233,233,131,A,ADLD,400101,6/4/2017,5/27/2017,2/27/2018,4154,3/5/2018,15
3022213,S,24,110092,233,233,131,A,ADLD,110055,8/7/2017,8/4/2017,3/26/2018,4150,3/30/2018,10
3036742,AN,21,110015,233,233,131,A,ADLD,110025,6/5/2017,5/17/2017,3/29/2018,4580,4/3/2018,7
3041297,AN,22,400104,233,233,131,A,ADLD,411041,12/6/2017,12/5/2017,3/31/2018,4581,4/3/2018,10
3043065,AN,7,500004,233,233,131,A,ADLD,500060,6/19/2017,6/17/2017,3/31/2018,4403,4/4/2018,9
3066701,AN,22,400104,308,233,131,A,ADLD,400093,11/24/2016,11/12/2016,4/9/2018,4581,4/10/2018,9
3058493,AJ,27,110034,233,233,228,B,ADLD,251001,8/21/2017,8/15/2017,4/5/2018,4388,4/7/2018,13
3040034,AN,22,400104,233,233,131,B,ADLD,382421,6/17/2017,6/16/2017,3/30/2018,4581,4/6/2018,14
3045274,AN,26,560066,308,233,131,A,ADLD,560066,7/21/2017,7/21/2017,4/2/2018,5001,4/16/2018,8
2944571,AE,2,110018,233,245,131,A,ADLD,110031,3/16/2017,3/14/2017,3/6/2018,4093,3/11/2018,13
3075156,AN,26,560066,308,245,131,A,ADLD,560025,11/10/2017,11/9/2017,4/11/2018,5001,4/12/2018,10
2911741,C,2,110018,233,233,228,A,ADLD,110017,12/2/2017,10/6/2017,2/26/2018,4550,3/4/2018,12
2870304,AN,21,110015,233,233,131,A,ADLD,110017,11/24/2017,10/21/2017,2/14/2018,4580,3/7/2018,10
2930853,AJ,6,160059,233,233,131,B,ADLD,136118,5/12/2017,5/11/2017,3/2/2018,4437,3/7/2018,11
3021307,AN,22,400104,233,233,131,B,ADLD,395003,4/15/2017,4/13/2017,3/26/2018,4581,3/30/2018,10
3061240,AN,8,700064,233,233,131,A,ADLD,700006,8/7/2017,8/4/2017,4/6/2018,4508,4/11/2018,9
2989418,AN,21,110015,233,233,131,B,ADLD,190001,7/3/2017,6/27/2017,3/16/2018,4580,3/20/2018,15
3014635,AA,24,110092,233,233,131,A,ADLD,400610,8/23/2017,8/23/2017,3/24/2018,4150,3/27/2018,16
3053490,AN,22,400104,233,233,131,A,ADLD,400099,10/16/2017,10/14/2017,4/4/2018,4581,4/7/2018,12
3050485,AN,21,110015,233,233,131,A,ADLD,302015,1/25/2018,1/25/2017,4/3/2018,4580,4/9/2018,11
2897386,AN,21,110015,233,233,131,B,ADLD,190006,4/7/2017,3/30/2017,2/22/2018,4580,2/24/2018,13
2937966,AN,22,400104,233,233,131,B,ADLD,401102,10/24/2017,10/18/2017,3/3/2018,4581,3/16/2018,10
3038166,Y,5,380009,233,233,131,B,ADLD,394210,11/17/2017,10/10/2017,3/30/2018,4039,4/13/2018,12
3038166,Y,5,380009,0,233,131,B,ADLD,394210,11/17/2017,10/10/2017,3/30/2018,4039,4/13/2018,12
3044033,AN,26,560066,233,233,131,A,ADLD,600011,9/7/2017,9/6/2017,4/1/2018,5001,4/6/2018,10
3040027,AD,2,110018,233,233,131,A,ADLD,122001,7/29/2017,7/20/2016,3/30/2018,4148,4/3/2018,11
2831837,AN,7,500004,233,233,228,A,ADLD,500003,1/16/2018,6/8/2017,2/2/2018,4403,2/6/2018,8
